,year,artist,song,points,duration
1722,1975,Pilot,Magic,3951,164.64
1723,1975,Van McCoy & The Soul City Symphony,The Hustle,3973,248.222
1724,1975,Frankie Valli,My Eyes Adored You,3975,212.013
1725,1975,Jefferson Starship,Miracles,3982,174.438
1726,1975,Bee Gees,Jive Talkin',3983,222.266
1727,1975,Labelle,Lady Marmalade,3986,267.96
1728,1975,Barry Manilow,Could It Be Magic,3996,409.053
1729,1975,Michael Murphey,Wildfire,4008,253.493
1730,1975,Jessi Colter,I'm Not Lisa,4015,203.106
1731,1975,10cc,I'm Not In Love,4032,366.64
1732,1975,"Hamilton, Joe Frank & Reynolds",Fallin' In Love,4043,184.493
1733,1975,Sammy Johns,Chevy Van,4051,179.0
1734,1975,Linda Ronstadt,When Will I Be Loved,4055,124.866
1735,1975,America,Sister Golden Hair,4064,199.573
1736,1975,Captain & Tennille,The Way I Want To Touch You,4067,163.586
1737,1975,Olivia Newton-John,Please Mr. Please,4069,202.56
1738,1975,Tavares,It Only Takes A Minute,4071,241.386
1739,1975,The Doobie Brothers,Black Water,4071,255.266
1740,1975,Tony Camillo's Bazuka,Dynomite-Part I,4075,205.844
1741,1975,The Blackbyrds,Walking In Rhythm,4087,254.56
1742,1975,Natalie Cole,This Will Be,4091,171.96
1743,1975,Olivia Newton-John,Have You Never Been Mellow,4091,213.533
1744,1975,Gladys Knight And The Pips,The Way We Were/try To Remember,4093,271.453
1745,1975,The Ritchie Family,Brazil,4100,252.306
1746,1975,Melissa Manchester,Midnight Blue,4105,234.693
1747,1975,Art Garfunkel,I Only Have Eyes For You,4106,202.773
1748,1975,Orleans,Dance With Me,4109,180.479
1749,1975,Phoebe Snow,Poetry Man,4122,278.8
1750,1975,Ace,How Long,4126,200.853
1751,1975,Wings,Listen To What The Man Said,4126,240.986
1752,1975,B.T. Express,Express,4138,192.666
1753,1975,"Earth, Wind & Fire",That's The Way Of The World,4139,345.506
1754,1975,Elton John,Island Girl,4144,258.866
1755,1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You),4151,219.946
1756,1975,People's Choice,Do It Any Way You Wanna,4152,198.293
1757,1975,Sugarloaf/Jerry Corbetta,"Don't Call Us, We'll Call You",4154,205.546
1758,1975,Grand Funk,Bad Time,4154,175.36
1759,1975,Eagles,Best Of My Love,4155,220.56
1760,1975,War,Low Rider,4158,190.826
1761,1975,Alice Cooper,Only Women,4159,210.933
1762,1975,Joe Cocker,You Are So Beautiful/It's A Sin When You Love Somebody,4163,159.64
1763,1975,Neil Sedaka,Bad Blood,4165,211.933
1764,1975,Bad Company,Feel Like Makin' Love,4166,313.84
1765,1975,Leon Russell,Lady Blue,4167,171.146
1766,1975,James Taylor,How Sweet It Is (To Be Loved By You),4174,216.386
1767,1975,AWB,Cut The Cake,4183,247.973
1768,1975,Bee Gees,Nights On Broadway,4183,271.373
1769,1975,Paul Anka with Odia Coates,I Don't Like To Sleep Alone,4192,198.826
1770,1975,Silver Convention,"Fly, Robin, Fly",4196,230.92
1771,1975,Eagles,Lyin' Eyes,4198,381.998
1772,1975,Joe Simon,"Get Down, Get Down (Get On The Floor)",4207,169.303
1773,1975,Queen,Killer Queen,4212,179.6
1774,1975,Eddie Kendricks,Shoeshine Boy,4214,195.493
1775,1975,Linda Ronstadt,Heat Wave/love Is A Rose,4232,163.053
1776,1975,Styx,Lady,4238,183.533
1777,1975,AWB,Pick Up The Pieces,4238,239.908
1778,1975,Helen Reddy,Ain't No Way To Treat A Lady,4239,208.706
1779,1975,Mike Post,The Rockford Files,4241,153.533
1780,1975,Willie Nelson,Blue Eyes Crying In The Rain,4244,138.6
1781,1975,Ringo Starr,No No Song/snookeroo,4251,149.472
1782,1975,KC And The Sunshine Band,Get Down Tonight,4261,191.866
1783,1975,KC And The Sunshine Band,That's The Way (I Like It),4265,185.106
1784,1975,Leo Sayer,Long Tall Glasses (I Can Dance),4272,190.0
1785,1975,Elton John,Someone Saved My Life Tonight,4273,404.933
1786,1975,Johnny Wakelin & The Kinshasa Band,"Black Superman - ""Muhammad Ali""",4275,223.24
1787,1975,Ohio Players,Fire,4278,228.346
1788,1975,Ray Stevens,Misty,4282,224.445
1789,1975,Carpenters,Only Yesterday,4289,375.426
1790,1975,America,Lonely People,4290,150.226
1791,1975,Electric Light Orchestra,Can't Get It Out Of My Head,4292,261.466
1792,1975,Dwight Twilley Band,I'm On Fire,4297,155.88
1793,1975,Amazing Rhythm Aces,Third Rate Romance,4301,203.333
1794,1975,Frankie Valli,Swearin' To God,4302,245.333
1795,1975,Harold Melvin And The Blue Notes,Bad Luck (Part 1),4305,195.76
1796,1975,Pete Wingfield,Eighteen With A Bullet,4308,211.001
1797,1975,Bay City Rollers,Saturday Night,4310,210.666
1798,1975,Ben E. King,Supernatural Thing - Part I,4313,167.287
1799,1975,Esther Phillips,What A Diff'rence A Day Makes,4315,270.533
1800,1976,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven,3182,182.533
1801,1976,Gary Wright,Love Is Alive,3381,230.106
1802,1976,Wild Cherry,Play That Funky Music,3490,300.0
1803,1976,Daryl Hall John Oates,Sara Smile,3512,185.293
1804,1976,The Manhattans,Kiss And Say Goodbye,3525,266.733
1805,1976,England Dan & John Ford Coley,I'd Really Love To See You Tonight,3576,159.106
1806,1976,Rick Dees & His Cast Of Idiots,Disco Duck (Part I),3628,212.671
1807,1976,Seals & Crofts (Featuring Carolyn Willis),Get Closer,3631,238.146
1808,1976,The 4 Seasons,"December, 1963 (Oh, What a Night)",3634,197.146
1809,1976,Andrea True Connection,"More, More, More Pt. 1",3644,179.133
1810,1976,KC And The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty",3647,186.906
1811,1976,Dorothy Moore,Misty Blue,3649,222.4
1812,1976,Chicago,If You Leave Me Now,3665,235.373
1813,1976,Queen,Bohemian Rhapsody,3668,354.32
1814,1976,Boz Scaggs,Lowdown,3669,315.64
1815,1976,Wings,Silly Love Songs,3739,354.24
1816,1976,Silver Convention,Get Up And Boogie (That's Right),3740,172.066
1817,1976,The Sylvers,Boogie Fever,3755,211.413
1818,1976,Maxine Nightingale,Right Back Where We Started From,3763,192.266
1819,1976,Lou Rawls,You'll Never Find Another Love Like Mine,3786,266.2
1820,1976,Starbuck,Moonlight Feels Right,3792,221.066
1821,1976,Elton John & Kiki Dee,Don't Go Breaking My Heart,3794,275.44
1822,1976,Dr. Hook,A Little Bit More,3802,174.733
1823,1976,Commodores,Sweet Love,3803,262.266
1824,1976,Dr. Hook,Only Sixteen,3814,167.4
1825,1976,Firefall,You Are The Woman,3834,164.44
1826,1976,Gary Wright,Dream Weaver,3839,256.173
1827,1976,Bee Gees,You Should Be Dancing,3840,256.493
1828,1976,Starland Vocal Band,Afternoon Delight,3844,193.04
1829,1976,Daryl Hall John Oates,She's Gone,3847,313.373
1830,1976,Vicki Sue Robinson,Turn The Beat Around,3849,233.2
1831,1976,Eagles,Take It To The Limit,3857,287.09
1832,1976,Captain & Tennille,Lonely Night (angel Face),3859,198.2
1833,1976,The Miracles,Love Machine (Part 1),3859,264.574
1834,1976,Gordon Lightfoot,The Wreck Of The Edmund Fitzgerald,3860,389.28
1835,1976,Heart,Magic Man,3861,328.36
1836,1976,Cliff Richard,Devil Woman,3871,214.575
1837,1976,Johnnie Taylor,Disco Lady,3888,267.066
1838,1976,Barry DeVorzon And Perry Botikin Jr.,Nadia's Theme (The Young And The Restless),3897,182.266
1839,1976,KISS,Beth/Detroit Rock City,3900,140.253
1840,1976,Henry Gross,Shannon,3907,233.676
1841,1976,Rufus Featuring Chaka Khan,Sweet Thing,3918,200.146
1842,1976,Diana Ross,Love Hangover,3919,468.64
1843,1976,The Spinners,The Rubberband Man,3931,213.0
1844,1976,Steve Miller,Rock'n Me,3931,187.066
1845,1976,Bellamy Brothers,Let Your Love Flow,3935,198.76
1846,1976,David Bowie,Golden Years,3944,243.28
1847,1976,Bee Gees,Love So Right,3946,215.493
1848,1976,Peter Frampton,Show Me The Way,3949,243.266
1849,1976,Eric Carmen,All By Myself,3957,171.747
1850,1976,Aerosmith,Dream On,3972,267.596
1851,1976,Fleetwood Mac,Say You Love Me,3974,249.946
1852,1976,Blue Oyster Cult,(Don't Fear) The Reaper,3981,308.12
1853,1976,Donny & Marie Osmond,Deep Purple,3986,342.173
1854,1976,Captain & Tennille,Muskrat Love,4000,228.16
1855,1976,Elvin Bishop,Fooled Around And Fell In Love,4005,276.0
1856,1976,Nazareth,Love Hurts,4017,222.367
1857,1976,Orleans,Still The One,4026,234.04
1858,1976,The Brothers Johnson,I'll Be Good To You,4036,288.093
1859,1976,The Beach Boys,Rock And Roll Music,4039,151.773
1860,1976,Boston,More Than A Feeling,4046,285.133
1861,1976,Captain & Tennille,Shop Around,4046,170.76
1862,1976,Tavares,Heaven Must Be Missing An Angel (part 1),4053,415.333
1863,1976,Rhythm Heritage,Theme From S.W.A.T.,4059,201.493
1864,1976,Wings,Let 'em In,4064,311.88
1865,1976,"Earth, Wind & Fire",Getaway,4066,233.626
1866,1976,Silver,Wham Bam (Shang-A-Lang),4071,212.84
1867,1976,George Benson,This Masquerade,4084,182.56
1868,1976,Keith Carradine,I'm Easy,4094,179.872
1869,1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),4105,237.12
1870,1976,Marilyn McCoo & Billy Davis Jr.,You Don't Have To Be A Star (To Be In My Show),4105,279.586
1871,1976,Paul Simon,50 Ways To Leave Your Lover,4111,217.346
1872,1976,War,Summer,4112,222.533
1873,1976,John Travolta,Let Her In,4118,215.689
1874,1976,John Sebastian,Welcome Back,4126,262.213
1875,1976,Fleetwood Mac,Rhiannon (Will You Ever Win),4130,228.32
1876,1976,The Ritchie Family,The Best Disco In Town,4134,401.026
1877,1976,Alice Cooper,I Never Cry,4135,224.6
1878,1976,The Beatles,Got To Get You Into My Life,4139,243.106
1879,1976,Commodores,Just To Be Close To You,4140,381.36
1880,1976,Jefferson Starship,With Your Love,4144,216.24
1881,1976,Linda Ronstadt,That'll Be The Day,4171,150.133
1882,1976,Queen,You're My Best Friend,4180,170.8
1883,1976,ABBA,Fernando,4197,252.96
1884,1976,Bay City Rollers,I Only Want To Be With You,4201,158.2
1885,1976,Ohio Players,Who'd She Coo?,4203,430.266
1886,1976,Thin Lizzy,The Boys Are Back In Town,4205,266.72
1887,1976,Bee Gees,Fanny (Be Tender With My Love),4207,243.56
1888,1976,Peter Frampton,"Baby, I Love Your Way",4216,249.52
1889,1976,Candi Staton,Young Hearts Run Free,4222,248.36
1890,1976,Donna Summer,Love To Love You Baby,4225,1008.533
1891,1976,Peter Frampton,Do You Feel Like We Do,4226,826.813
1892,1976,Bay City Rollers,Money Honey,4232,170.293
1893,1976,Parliament,Tear The Roof Off The Sucker (Give Up The Funk),4235,348.066
1894,1976,Larry Groce,Junk Food Junkie,4239,196.346
1895,1976,Barry Manilow,Tryin' To Get The Feeling Again,4246,231.6
1896,1976,Hot Chocolate,You Sexy Thing,4266,244.92
1897,1976,Steve Miller,Take The Money And Run,4267,170.173
1898,1976,Pratt & McClain with Brother Love,Happy Days,4285,179.0
1899,1976,Electric Light Orchestra,Strange Magic,4286,247.746
1900,1977,Andy Gibb,I Just Want To Be Your Everything,2891,225.666
1901,1977,Hot,Angel In Your Arms,3403,176.573
1902,1977,The Emotions,Best Of My Love,3480,220.56
1903,1977,Heatwave,Boogie Nights,3503,303.64
1904,1977,Rita Coolidge,(Your Love Has Lifted Me) Higher And Higher,3510,241.72
1905,1977,Barbra Streisand,"Evergreen (Love Theme From ""A Star Is Born"")",3559,184.8
1906,1977,Carly Simon,Nobody Does It Better,3559,212.666
1907,1977,Alan O'Day,Undercover Angel,3564,211.226
1908,1977,Thelma Houston,Don't Leave Me This Way,3584,217.733
1909,1977,KC And The Sunshine Band,I'm Your Boogie Man,3638,242.133
1910,1977,Shaun Cassidy,That's Rock 'N' Roll,3650,176.173
1911,1977,Debby Boone,You Light Up My Life,3651,216.286
1912,1977,Stephen Bishop,On And On,3663,181.893
1913,1977,Crystal Gayle,Don't It Make My Brown Eyes Blue,3687,157.653
1914,1977,Johnny Rivers,Swayin' To The Music (slow Dancin'),3694,243.266
1915,1977,Electric Light Orchestra,Telephone Line,3699,280.36
1916,1977,Peter Mccann,Do You Wanna Make Love,3730,266.933
1917,1977,Jimmy Buffett,Margaritaville,3735,250.933
1918,1977,Donna Summer,I Feel Love,3742,254.453
1919,1977,Pablo Cruise,Whatcha Gonna Do?,3745,124.992
1920,1977,Paul Nicholas,Heaven On The 7th Floor,3754,170.499
1921,1977,ABBA,Dancing Queen,3764,230.4
1922,1977,Eagles,Hotel California,3775,391.376
1923,1977,Foreigner,Cold As Ice,3777,200.213
1924,1977,Kenny Nolan,I Like Dreamin',3795,263.55
1925,1977,Bill Conti,Gonna Fly Now,3803,168.026
1926,1977,Marvin Gaye,Got To Give It Up (Pt. I),3810,255.133
1927,1977,Glen Campbell,Southern Nights,3821,180.026
1928,1977,Climax Blues Band,Couldn't Get It Right,3826,198.946
1929,1977,Foreigner,Feels Like The First Time,3828,192.52
1930,1977,Leo Sayer,When I Need You,3828,253.226
1931,1977,Commodores,Easy,3831,256.426
1932,1977,KC And The Sunshine Band,Keep It Comin' Love,3832,271.493
1933,1977,Jennifer Warnes,Right Time Of The Night,3836,173.653
1934,1977,Natalie Cole,I've Got Love On My Mind,3845,260.0
1935,1977,Meco,Star Wars Theme/Cantina Band,3848,212.306
1936,1977,David Soul,Don't Give Up On Us,3859,218.946
1937,1977,Steve Miller,Fly Like An Eagle,3875,282.693
1938,1977,Atlanta Rhythm Section,So In To You,3875,404.266
1939,1977,Daryl Hall John Oates,Rich Girl,3879,142.786
1940,1977,Peter Frampton,I'm In You,3892,213.59
1941,1977,10cc,The Things We Do For Love,3896,207.573
1942,1977,Kenny Rogers,Lucille,3899,220.866
1943,1977,Andrew Gold,Lonely Boy,3908,193.653
1944,1977,Barry Manilow,Looks Like We Made It,3913,213.973
1945,1977,James Taylor,Handy Man,3913,196.8
1946,1977,Barry White,It's Ecstasy When You Lay Down Next To Me,3915,417.6
1947,1977,"Crosby, Stills & Nash",Just A Song Before I Go,3917,133.96
1948,1977,Alice Cooper,You And Me,3921,195.493
1949,1977,Fleetwood Mac,Don't Stop,3925,250.986
1950,1977,Fleetwood Mac,Dreams,3932,257.8
1951,1977,Heart,Barracuda,3949,261.933
1952,1977,Mary Macgregor,Torn Between Two Lovers,3949,231.732
1953,1977,Shaun Cassidy,Da Doo Ron Ron,3955,140.12
1954,1977,Barbra Streisand,My Heart Belongs To Me,3959,201.16
1955,1977,Stevie Wonder,Sir Duke,3961,232.76
1956,1977,The Brothers Johnson,Strawberry Letter 23,3961,299.066
1957,1977,The Marshall Tucker Band,Heard It In A Love Song,3963,297.973
1958,1977,Helen Reddy,You're My World,3970,157.038
1959,1977,Elvis Presley,Way Down,3984,213.706
1960,1977,Linda Ronstadt,Blue Bayou,3999,239.399
1961,1977,Bee Gees,How Deep Is Your Love,4001,212.64
1962,1977,Kansas,Carry On Wayward Son,4005,323.0
1963,1977,The Steve Miller Band,Jet Airliner,4022,215.666
1964,1977,Ronnie Milsap,It Was Almost Like A Song,4033,219.52
1965,1977,Firefall,Just Remember I Love You,4039,196.893
1966,1977,Rita Coolidge,We're All Alone,4041,220.52
1967,1977,Bob Seger,Night Moves,4051,324.422
1968,1977,Little River Band,Help Is On Its Way,4052,237.049
1969,1977,The Sanford/Townsend Band,Smoke From A Distant Fire,4074,213.973
1970,1977,Chicago,"Baby, What A Big Surprise",4075,183.666
1971,1977,Dean Friedman,Ariel,4102,209.12
1972,1977,Bay City Rollers,You Made Me Believe In Magic,4106,161.76
1973,1977,Paul Davis,I Go Crazy,4121,233.893
1974,1977,Manfred Mann's Earth Band,Blinded By The Light,4121,428.133
1975,1977,The Floaters,Float On,4126,208.466
1976,1977,Commodores,Brick House,4127,208.893
1977,1977,Boz Scaggs,Lido Shuffle,4129,221.613
1978,1977,C.J. & Company,Devil's Gun,4147,215.666
1979,1977,Dave Mason,We Just Disagree,4153,180.133
1980,1977,Supertramp,Give A Little Bit,4163,248.173
1981,1977,Eagles,New Kid In Town,4184,304.925
1982,1977,The Sylvers,High School Dance,4187,228.266
1983,1977,Kenny Nolan,Love's Grown Deep,4195,283.933
1984,1977,Joe Tex,Ain't Gonna Bump No More (with No Big Fat Woman),4214,403.64
1985,1977,Rose Royce,I Wanna Get Next To You,4216,238.2
1986,1977,Fleetwood Mac,Go Your Own Way,4237,223.613
1987,1977,Stevie Wonder,I Wish,4247,219.954
1988,1977,The Jacksons,Enjoy Yourself,4254,197.938
1989,1977,Brick,Dusic,4263,341.4
1990,1977,Linda Ronstadt,It's So Easy,4270,202.693
1991,1977,B.J. Thomas,Don't Worry Baby,4278,169.933
1992,1977,ABBA,"Knowing Me, Knowing You",4279,241.92
1993,1977,Peter Frampton,"Signed, Sealed, Delivered (I'm Yours)",4282,161.16
1994,1977,Leo Sayer,How Much Love,4282,280.8
1995,1977,Barry Manilow,Weekend In New England,4283,226.92
1996,1977,London Symphony Orchestra,Star Wars (Main Title),4284,175.773
1997,1977,Rose Royce,Car Wash,4285,307.573
1998,1977,Al Stewart,Year Of The Cat,4292,400.066
1999,1977,Styx,Come Sail Away,4301,367.0
2000,1978,Nick Gilder,Hot Child In The City,3288,215.092
2001,1978,Bee Gees,Stayin' Alive,3369,285.373
2002,1978,Andy Gibb,Shadow Dancing,3392,276.0
2003,1978,Exile,Kiss You All Over,3455,214.4
2004,1978,Alicia Bridges,I Love The Nightlife (Disco 'round),3458,187.973
2005,1978,John Travolta & Olivia Newton-John,You're The One That I Want,3494,169.84
2006,1978,Eric Clapton,Lay Down Sally,3506,236.093
2007,1978,A Taste Of Honey,Boogie Oogie Oogie,3520,245.173
2008,1978,Anne Murray,You Needed Me,3531,220.266
2009,1978,Bee Gees,Night Fever,3562,212.8
2010,1978,Andy Gibb,(Love Is) Thicker Than Water,3586,255.96
2011,1978,Chuck Mangione,Feels So Good,3627,582.733
2012,1978,Commodores,Three Times A Lady,3632,217.426
2013,1978,Frankie Valli,Grease,3653,187.12
2014,1978,Sweet,Love Is Like Oxygen,3667,227.533
2015,1978,Yvonne Elliman,If I Can't Have You,3680,191.466
2016,1978,Samantha Sang,Emotion,3707,197.529
2017,1978,Barry Manilow,Can't Smile Without You,3730,193.44
2018,1978,The Rolling Stones,Miss You,3731,206.0
2019,1978,Raydio,Jack And Jill,3756,70.0
2020,1978,Bonnie Tyler,It's A Heartache,3757,215.16
2021,1978,Gerry Rafferty,Baker Street,3777,365.626
2022,1978,Peter Brown With Betty Wright,Dance With Me,3810,180.479
2023,1978,John Paul Young,Love Is In The Air,3814,210.293
2024,1978,Olivia Newton-John,Hopelessly Devoted To You,3835,185.36
2025,1978,Meat Loaf,Two Out Of Three Ain't Bad,3840,324.44
2026,1978,Kansas,Dust In The Wind,3841,206.266
2027,1978,Roberta Flack With Donny Hathaway,The Closer I Get To You,3844,280.8
2028,1978,ABBA,Take A Chance On Me,3847,243.933
2029,1978,Donna Summer,Last Dance,3854,240.496
2030,1978,Paul Davis,I Go Crazy,3857,233.893
2031,1978,Donna Summer,MacArthur Park,3863,235.2
2032,1978,Captain & Tennille,You Never Done It Like That,3864,201.8
2033,1978,Bee Gees,How Deep Is Your Love,3874,212.64
2034,1978,Kenny Loggins,"Whenever I Call You ""Friend""",3877,237.826
2035,1978,Little River Band,Reminiscing,3880,257.868
2036,1978,Ambrosia,How Much I Feel,3892,283.4
2037,1978,Foreigner,Hot Blooded,3905,268.693
2038,1978,Natalie Cole,Our Love,3907,160.597
2039,1978,Billy Joel,Just The Way You Are,3928,220.734
2040,1978,Walter Egan,Magnet And Steel,3938,204.76
2041,1978,Wings,With A Little Luck,3952,344.773
2042,1978,Johnny Mathis/Deniece Williams,"Too Much, Too Little, Too Late",3961,176.48
2043,1978,Chic,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",3962,501.466
2044,1978,Foxy,Get Off,3965,174.133
2045,1978,The O'Jays,Use Ta Be My Girl,3994,198.173
2046,1978,Gino Vannelli,I Just Wanna Stop,4001,218.306
2047,1978,David Gates,Goodbye Girl,4003,168.866
2048,1978,Dan Hill,Sometimes When We Touch,4006,252.693
2049,1978,The Trammps,Disco Inferno,4013,214.226
2050,1978,Pablo Cruise,Love Will Find A Way,4016,251.426
2051,1978,Jay Ferguson,Thunder Island,4024,240.693
2052,1978,Andy Gibb,An Everlasting Love,4031,250.36
2053,1978,Paul Davis,Sweet Life,4058,262.68
2054,1978,Atlanta Rhythm Section,Imaginary Lover,4072,307.466
2055,1978,Foreigner,Double Vision,4073,224.533
2056,1978,Heatwave,The Groove Line,4074,264.12
2057,1978,"John Travolta, Olivia Newton-John & Grease Cast",Summer Nights,4075,242.026
2058,1978,Bob Seger & The Silver Bullet Band,Still The Same,4083,203.546
2059,1978,Dr. Hook,Sharing The Night Together,4085,174.533
2060,1978,Toby Beau,My Angel Baby,4094,212.401
2061,1978,Eddie Money,Baby Hold On,4105,213.633
2062,1978,George Benson,On Broadway,4111,316.16
2063,1978,Carly Simon,You Belong To Me,4124,183.866
2064,1978,Heatwave,Always And Forever,4125,377.106
2065,1978,"Evelyn ""Champagne"" King",Shame,4140,219.742
2066,1978,Jackson Browne,Running On Empty,4146,291.893
2067,1978,Queen,We Are The Champions,4182,179.2
2068,1978,Player,This Time I'm In It For Love,4185,265.221
2069,1978,Patti Smith Group,Because The Night,4192,204.8
2070,1978,Player,Baby Come Back,4198,214.373
2071,1978,Robert Palmer,Every Kinda People,4201,198.146
2072,1978,Barry Manilow,Copacabana (at The Copa),4204,236.76
2073,1978,Electric Light Orchestra,Sweet Talkin' Woman,4204,229.866
2074,1978,Crystal Gayle,Talking In Your Sleep,4210,235.093
2075,1978,Rick James,You And I,4213,152.551
2076,1978,Al Stewart,Time Passages,4216,403.04
2077,1978,Sylvester,Dance (Disco Heat),4234,355.263
2078,1978,LeBlanc & Carr,Falling,4234,107.245
2079,1978,Jefferson Starship,Count On Me,4236,197.469
2080,1978,Parliament,Flash Light,4243,346.666
2081,1978,Michael Johnson,Bluer Than Blue,4253,179.666
2082,1978,Bob Welch,Ebony Eyes,4265,212.76
2083,1978,Barry Manilow,Ready To Take A Chance Again,4267,184.906
2084,1978,Boston,Don't Look Back,4271,289.56
2085,1978,Chris Rea,Fool If You Think It's Over,4273,284.533
2086,1978,Firefall,Strange Way,4280,111.666
2087,1978,Heart,Straight On,4283,307.973
2088,1978,Joe Walsh,Life's Been Good,4287,536.226
2089,1978,Gerry Rafferty,Right Down The Line,4297,267.773
2090,1978,Lynyrd Skynyrd,What's Your Name,4315,213.266
2091,1978,Randy Newman,Short People,4315,176.933
2092,1978,The Who,Who Are You,4316,381.626
2093,1978,Eruption,I Can't Stand The Rain,4328,150.4
2094,1978,Lou Rawls,Lady Love,4335,138.129
2095,1978,Andy Gibb,(Our Love) Don't Throw It All Away,4336,250.2
2096,1978,Steely Dan,Peg,4350,240.333
2097,1978,Barbra Streisand & Neil Diamond,You Don't Bring Me Flowers,4357,195.4
2098,1978,Rod Stewart,You're In My Heart (The Final Acclaim),4357,270.96
2099,1978,ABBA,The Name Of The Game,4372,291.866
2100,1979,Robert John,Sad Eyes,3357,253.213
2101,1979,M,Pop Muzik,3476,296.466
2102,1979,Dionne Warwick,I'll Never Love This Way Again,3496,211.92
2103,1979,Gloria Gaynor,I Will Survive,3505,296.106
2104,1979,Donna Summer,Hot Stuff,3537,314.76
2105,1979,The Knack,My Sharona,3587,295.4
2106,1979,Dr. Hook,When You're In Love With A Beautiful Woman,3633,178.826
2107,1979,Herb Alpert,Rise,3644,161.929
2108,1979,David Naughton,Makin' It,3644,137.142
2109,1979,Peaches & Herb,Reunited,3695,345.24
2110,1979,Rod Stewart,Da Ya Think I'm Sexy?,3703,331.333
2111,1979,Donna Summer,Bad Girls,3707,227.52
2112,1979,Maxine Nightingale,Lead Me On,3743,127.802
2113,1979,Suzi Quatro & Chris Norman,Stumblin' In,3747,239.611
2114,1979,KC And The Sunshine Band,Please Don't Go,3752,181.498
2115,1979,The Jacksons,Shake Your Body (Down To The Ground),3760,227.261
2116,1979,Anita Ward,Ring My Bell,3761,491.933
2117,1979,Donna Summer,Dim All The Lights,3790,280.8
2118,1979,Blondie,Heart Of Glass,3794,229.423
2119,1979,The Doobie Brothers,What A Fool Believes,3797,223.866
2120,1979,Bonnie Pointer,Heaven Must Have Sent You,3804,152.933
2121,1979,Chic,Good Times,3822,169.573
2122,1979,Amii Stewart,Knock On Wood,3843,189.84
2123,1979,Supertramp,The Logical Song,3866,251.253
2124,1979,Randy VanWarmer,Just When I Needed You Most,3885,241.746
2125,1979,Raydio,You Can't Change That,3886,203.08
2126,1979,Michael Jackson,Don't Stop 'til You Get Enough,3929,365.466
2127,1979,Little River Band,Lonesome Loser,3940,241.374
2128,1979,Cheap Trick,I Want You To Want Me,3940,191.226
2129,1979,Peaches & Herb,Shake Your Groove Thing,3944,346.133
2130,1979,Commodores,Still,3945,270.586
2131,1979,"Earth, Wind & Fire",After The Love Has Gone,3945,278.04
2132,1979,Barbra Streisand,The Main Event/Fight,3946,293.933
2133,1979,Elton John,Mama Can't Buy You Love,3964,244.906
2134,1979,Bee Gees,Tragedy,3977,303.333
2135,1979,Donna Summer With Brooklyn Dreams,Heaven Knows,3984,215.76
2136,1979,Little River Band,Lady,3989,183.533
2137,1979,Olivia Newton-John,A Little More Love,3995,207.013
2138,1979,Sister Sledge,He's The Greatest Dancer,3997,375.4
2139,1979,The Pointer Sisters,Fire,4008,228.346
2140,1979,Bee Gees,Love You Inside Out,4010,251.333
2141,1979,Kenny Rogers,She Believes In Me,4011,258.72
2142,1979,Village People,In The Navy,4012,225.84
2143,1979,Frank Mills,Music Box Dancer,4020,192.36
2144,1979,The Charlie Daniels Band,The Devil Went Down To Georgia,4021,214.866
2145,1979,J.D. Souther,You're Only Lonely,4023,228.0
2146,1979,John Stewart,Gold,4027,209.259
2147,1979,Chic,Le Freak,4027,210.246
2148,1979,Styx,Babe,4027,224.24
2149,1979,Eagles,Heartache Tonight,4029,265.678
2150,1979,Village People,Y.M.C.A.,4033,286.666
2151,1979,Wings,Goodnight Tonight,4037,260.8
2152,1979,Sister Sledge,We Are Family,4041,216.733
2153,1979,Bad Company,Rock 'n' Roll Fantasy,4047,197.466
2154,1979,Journey,"Lovin', Touchin', Squeezin'",4048,230.533
2155,1979,Cher,Take Me Home,4071,190.16
2156,1979,Commodores,Sail On,4078,240.24
2157,1979,"Earth, Wind & Fire With The Emotions",Boogie Wonderland,4078,288.293
2158,1979,Melissa Manchester,Don't Cry Out Loud,4087,230.853
2159,1979,Dire Straits,Sultans Of Swing,4097,350.4
2160,1979,Bobby Caldwell,What You Won't Do For Love,4097,286.493
2161,1979,Chic,I Want Your Love,4101,413.586
2162,1979,Kenny Rogers,You Decorated My Life,4103,218.133
2163,1979,Rickie Lee Jones,Chuck E.'s In Love,4105,209.573
2164,1979,McFadden & Whitehead,Ain't No Stoppin' Us Now,4111,420.986
2165,1979,Patrick Hernandez,Born To Be Alive,4113,188.133
2166,1979,Styx,Renegade,4118,257.226
2167,1979,Electric Light Orchestra,Don't Bring Me Down,4123,243.373
2168,1979,England Dan & John Ford Coley,Love Is The Answer,4123,284.72
2169,1979,Michael Johnson,This Night Won't Last Forever,4150,241.266
2170,1979,Electric Light Orchestra,Shine A Little Love,4152,281.026
2171,1979,Anne Murray,I Just Fall In Love Again,4157,171.64
2172,1979,KISS,I Was Made For Lovin' You,4174,271.24
2173,1979,G.Q.,Disco Nights (Rock-Freak),4176,354.906
2174,1979,The Knack,Good Girls Don't,4183,189.173
2175,1979,Anne Murray,Broken Hearted Me,4198,146.36
